gene,number_of_tissues
ENSMUSG00000006740,91
ENSMUSG00000006763,91
ENSMUSG00000006764,7
ENSMUSG00000006777,37
ENSMUSG00000006782,90
ENSMUSG00000006784,25
ENSMUSG00000006800,85
ENSMUSG00000006818,91
ENSMUSG00000006850,91
ENSMUSG00000006906,91
ENSMUSG00000006920,91
ENSMUSG00000006930,72
ENSMUSG00000006931,76
ENSMUSG00000006932,91
ENSMUSG00000006941,91
ENSMUSG00000006948,6
ENSMUSG00000006958,49
ENSMUSG00000006998,91
ENSMUSG00000007021,39
ENSMUSG00000007029,91
ENSMUSG00000007033,3
ENSMUSG00000007034,34
ENSMUSG00000007035,53
ENSMUSG00000007036,91
ENSMUSG00000007038,91
ENSMUSG00000007039,78
ENSMUSG00000007041,91
ENSMUSG00000007050,91
ENSMUSG00000007080,70
ENSMUSG00000007097,68
ENSMUSG00000007107,2
ENSMUSG00000007122,40
ENSMUSG00000007207,85
ENSMUSG00000007209,1
ENSMUSG00000007216,66
ENSMUSG00000007279,21
ENSMUSG00000007338,91
ENSMUSG00000007379,57
ENSMUSG00000007411,91
ENSMUSG00000007415,91
ENSMUSG00000007440,21
ENSMUSG00000007457,1
ENSMUSG00000007458,91
ENSMUSG00000007476,91
ENSMUSG00000007480,11
ENSMUSG00000007564,91
ENSMUSG00000007570,91
ENSMUSG00000007589,91
ENSMUSG00000007591,1
ENSMUSG00000007594,26
ENSMUSG00000007603,91
ENSMUSG00000007610,91
ENSMUSG00000007613,91
ENSMUSG00000007617,91
ENSMUSG00000007646,12
ENSMUSG00000007653,35
ENSMUSG00000007655,79
ENSMUSG00000007656,91
ENSMUSG00000007659,91
ENSMUSG00000007670,91
ENSMUSG00000007721,91
ENSMUSG00000007739,91
ENSMUSG00000007777,91
ENSMUSG00000007783,69
ENSMUSG00000007805,37
ENSMUSG00000007812,91
ENSMUSG00000007817,91
ENSMUSG00000007827,87
ENSMUSG00000007833,91
ENSMUSG00000007836,91
ENSMUSG00000007837,88
ENSMUSG00000007850,91
ENSMUSG00000007872,90
ENSMUSG00000007877,24
ENSMUSG00000007880,91
ENSMUSG00000007888,61
ENSMUSG00000007891,91
ENSMUSG00000007908,46
ENSMUSG00000007944,28
ENSMUSG00000007946,19
ENSMUSG00000007950,90
ENSMUSG00000007987,87
ENSMUSG00000007989,70
ENSMUSG00000008028,4
ENSMUSG00000008035,91
ENSMUSG00000008036,91
ENSMUSG00000008090,83
ENSMUSG00000008129,1
ENSMUSG00000008136,83
ENSMUSG00000008153,51
ENSMUSG00000008167,89
ENSMUSG00000008193,36
ENSMUSG00000008200,91
ENSMUSG00000008226,91
ENSMUSG00000008301,91
ENSMUSG00000008305,91
ENSMUSG00000008307,1
ENSMUSG00000008318,86
ENSMUSG00000008333,91
ENSMUSG00000008348,91
ENSMUSG00000008373,91
ENSMUSG00000008384,91
ENSMUSG00000008393,33
ENSMUSG00000008398,88
ENSMUSG00000008429,91
ENSMUSG00000008435,90
ENSMUSG00000008438,1
ENSMUSG00000008461,11
ENSMUSG00000008475,91
ENSMUSG00000008482,1
ENSMUSG00000008489,46
ENSMUSG00000008496,34
ENSMUSG00000008540,87
ENSMUSG00000008575,80
ENSMUSG00000008601,41
ENSMUSG00000008604,91
ENSMUSG00000008658,48
ENSMUSG00000008683,76
ENSMUSG00000008690,91
ENSMUSG00000008730,91
ENSMUSG00000008734,74
ENSMUSG00000008763,91
ENSMUSG00000008789,3
ENSMUSG00000008813,2
ENSMUSG00000008822,91
ENSMUSG00000008843,17
ENSMUSG00000008845,44
ENSMUSG00000008855,91
ENSMUSG00000008859,91
ENSMUSG00000008874,6
ENSMUSG00000008892,91
ENSMUSG00000008932,1
ENSMUSG00000008958,91
ENSMUSG00000008976,91
ENSMUSG00000008999,74
ENSMUSG00000009013,91
ENSMUSG00000009030,91
ENSMUSG00000009035,91
ENSMUSG00000009070,9
ENSMUSG00000009073,91
ENSMUSG00000009075,13
ENSMUSG00000009076,91
ENSMUSG00000009079,91
ENSMUSG00000009090,91
ENSMUSG00000009092,55
ENSMUSG00000009093,2
ENSMUSG00000009097,24
ENSMUSG00000009108,2
ENSMUSG00000009112,91
ENSMUSG00000009114,5
ENSMUSG00000009145,21
ENSMUSG00000009185,26
ENSMUSG00000009207,91
ENSMUSG00000009210,10
ENSMUSG00000009214,13
ENSMUSG00000009216,20
ENSMUSG00000009246,19
ENSMUSG00000009248,9
ENSMUSG00000009281,61
ENSMUSG00000009291,91
ENSMUSG00000009292,30
ENSMUSG00000009293,91
ENSMUSG00000009350,11
ENSMUSG00000009356,9
ENSMUSG00000009376,71
ENSMUSG00000009378,53
ENSMUSG00000009394,50
ENSMUSG00000009406,89
ENSMUSG00000009418,66
ENSMUSG00000009470,91
ENSMUSG00000009471,8
ENSMUSG00000009487,2
ENSMUSG00000009535,91
ENSMUSG00000009545,44
ENSMUSG00000009555,91
ENSMUSG00000009563,91
ENSMUSG00000009566,90
ENSMUSG00000009569,91
ENSMUSG00000009575,91
ENSMUSG00000009580,5
ENSMUSG00000009585,90
ENSMUSG00000009596,4
ENSMUSG00000009614,77
ENSMUSG00000009621,91
ENSMUSG00000009628,10
ENSMUSG00000009630,91
ENSMUSG00000009633,76
ENSMUSG00000009640,91
ENSMUSG00000009646,19
ENSMUSG00000009654,22
ENSMUSG00000009670,2
ENSMUSG00000009681,90
ENSMUSG00000009687,88
ENSMUSG00000009733,89
ENSMUSG00000009739,65
ENSMUSG00000009741,91
ENSMUSG00000009772,80
ENSMUSG00000009828,90
ENSMUSG00000009863,91
ENSMUSG00000009876,61
ENSMUSG00000009894,91
ENSMUSG00000009900,2
ENSMUSG00000009905,91
ENSMUSG00000009907,91
ENSMUSG00000009941,2
ENSMUSG00000009995,91
ENSMUSG00000010021,41
ENSMUSG00000010025,91
ENSMUSG00000010044,25
ENSMUSG00000010045,91
ENSMUSG00000010047,90
ENSMUSG00000010048,90
ENSMUSG00000010051,81
ENSMUSG00000010054,91
ENSMUSG00000010057,91
ENSMUSG00000010064,61
ENSMUSG00000010066,25
ENSMUSG00000010067,91
ENSMUSG00000010080,50
ENSMUSG00000010086,26
ENSMUSG00000010095,91
ENSMUSG00000010097,91
ENSMUSG00000010110,91
ENSMUSG00000010122,38
ENSMUSG00000010142,40
ENSMUSG00000010154,68
ENSMUSG00000010175,68
ENSMUSG00000010277,91
ENSMUSG00000010290,91
ENSMUSG00000010307,91
ENSMUSG00000010311,11
ENSMUSG00000010342,3
ENSMUSG00000010358,87
ENSMUSG00000010362,91
ENSMUSG00000010376,91
ENSMUSG00000010392,91
ENSMUSG00000010406,91
ENSMUSG00000010435,2
ENSMUSG00000010461,45
ENSMUSG00000010476,47
ENSMUSG00000010492,1
ENSMUSG00000010505,30
ENSMUSG00000010517,91
ENSMUSG00000010529,40
ENSMUSG00000010554,91
ENSMUSG00000010592,4
ENSMUSG00000010601,8
ENSMUSG00000010607,91
ENSMUSG00000010608,91
ENSMUSG00000010609,91
ENSMUSG00000010651,33
ENSMUSG00000010660,72
ENSMUSG00000010663,89
ENSMUSG00000010721,91
ENSMUSG00000010751,84
ENSMUSG00000010755,91
ENSMUSG00000010760,33
ENSMUSG00000010796,5
ENSMUSG00000010797,24
ENSMUSG00000010803,29
ENSMUSG00000010825,19
ENSMUSG00000010830,64
ENSMUSG00000010841,1
ENSMUSG00000010911,90
ENSMUSG00000010914,91
ENSMUSG00000010936,91
ENSMUSG00000011008,36
ENSMUSG00000011034,29
ENSMUSG00000011096,91
ENSMUSG00000011114,91
ENSMUSG00000011118,6
ENSMUSG00000011148,79
ENSMUSG00000011154,17
ENSMUSG00000011158,91
ENSMUSG00000011171,35
ENSMUSG00000011179,91
ENSMUSG00000011254,89
ENSMUSG00000011256,83
ENSMUSG00000011263,3
ENSMUSG00000011267,34
ENSMUSG00000011305,11
ENSMUSG00000011306,91
ENSMUSG00000011349,1
ENSMUSG00000011382,77
ENSMUSG00000011427,91
ENSMUSG00000011463,16
ENSMUSG00000011486,1
ENSMUSG00000011589,43
ENSMUSG00000011658,90
ENSMUSG00000011752,90
ENSMUSG00000011831,89
ENSMUSG00000011832,89
ENSMUSG00000011837,91
ENSMUSG00000011877,91
ENSMUSG00000011884,91
ENSMUSG00000011958,91
ENSMUSG00000011960,91
ENSMUSG00000012017,64
ENSMUSG00000012042,1
ENSMUSG00000012076,91
ENSMUSG00000012114,91
ENSMUSG00000012117,91
ENSMUSG00000012123,22
ENSMUSG00000012126,62
ENSMUSG00000012187,9
ENSMUSG00000012211,22
ENSMUSG00000012296,91
ENSMUSG00000012350,36
ENSMUSG00000012396,2
ENSMUSG00000012422,91
ENSMUSG00000012428,55
ENSMUSG00000012443,65
ENSMUSG00000012483,91
ENSMUSG00000012519,58
ENSMUSG00000012520,13
ENSMUSG00000012535,91
ENSMUSG00000012609,90
ENSMUSG00000012640,89
ENSMUSG00000012705,31
ENSMUSG00000012819,29
ENSMUSG00000012848,91
ENSMUSG00000012889,10
ENSMUSG00000013033,83
ENSMUSG00000013076,74
ENSMUSG00000013083,4
ENSMUSG00000013089,89
ENSMUSG00000013091,1
ENSMUSG00000013150,89
ENSMUSG00000013158,1
ENSMUSG00000013160,91
ENSMUSG00000013236,89
ENSMUSG00000013275,90
ENSMUSG00000013338,6
ENSMUSG00000013353,1
ENSMUSG00000013367,45
ENSMUSG00000013415,42
ENSMUSG00000013418,23
ENSMUSG00000013419,71
ENSMUSG00000013483,23
ENSMUSG00000013495,91
ENSMUSG00000013523,41
ENSMUSG00000013584,63
ENSMUSG00000013593,91
ENSMUSG00000013611,8
ENSMUSG00000013629,91
ENSMUSG00000013646,91
ENSMUSG00000013653,11
ENSMUSG00000013662,91
ENSMUSG00000013663,91
ENSMUSG00000013668,1
ENSMUSG00000013698,90
ENSMUSG00000013701,91
ENSMUSG00000013707,59
ENSMUSG00000013736,90
ENSMUSG00000013766,26
ENSMUSG00000013787,91
ENSMUSG00000013822,91
ENSMUSG00000013833,91
ENSMUSG00000013846,90
ENSMUSG00000013878,90
ENSMUSG00000013921,74
ENSMUSG00000013928,14
ENSMUSG00000013936,19
ENSMUSG00000013973,91
ENSMUSG00000013974,29
ENSMUSG00000013997,91
ENSMUSG00000014030,26
ENSMUSG00000014039,90
ENSMUSG00000014074,91
ENSMUSG00000014075,89
ENSMUSG00000014104,5
ENSMUSG00000014158,40
ENSMUSG00000014164,57
ENSMUSG00000014195,91
ENSMUSG00000014198,9
ENSMUSG00000014226,91
ENSMUSG00000014232,90
ENSMUSG00000014243,89
ENSMUSG00000014245,91
ENSMUSG00000014294,91
ENSMUSG00000014301,91
ENSMUSG00000014303,76
ENSMUSG00000014313,91
ENSMUSG00000014329,71
ENSMUSG00000014349,91
ENSMUSG00000014351,10
ENSMUSG00000014353,91
ENSMUSG00000014355,91
ENSMUSG00000014361,75
ENSMUSG00000014402,91
ENSMUSG00000014418,91
ENSMUSG00000014426,91
ENSMUSG00000014453,17
ENSMUSG00000014470,91
ENSMUSG00000014496,88
ENSMUSG00000014498,91
ENSMUSG00000014503,39
ENSMUSG00000014504,91
ENSMUSG00000014529,2
ENSMUSG00000014542,6
ENSMUSG00000014543,6
ENSMUSG00000014547,91
ENSMUSG00000014550,91
ENSMUSG00000014551,91
ENSMUSG00000014554,91
ENSMUSG00000014592,91
ENSMUSG00000014599,83
ENSMUSG00000014602,66
ENSMUSG00000014603,9
ENSMUSG00000014606,91
ENSMUSG00000014609,8
ENSMUSG00000014668,91
ENSMUSG00000014704,21
ENSMUSG00000014725,18
ENSMUSG00000014747,1
ENSMUSG00000014748,91
ENSMUSG00000014763,91
ENSMUSG00000014767,91
ENSMUSG00000014769,91
ENSMUSG00000014771,91
ENSMUSG00000014773,66
ENSMUSG00000014776,73
ENSMUSG00000014778,79
ENSMUSG00000014782,6
ENSMUSG00000014786,32
ENSMUSG00000014791,54
ENSMUSG00000014813,66
ENSMUSG00000014837,86
ENSMUSG00000014846,79
ENSMUSG00000014850,91
ENSMUSG00000014852,15
ENSMUSG00000014856,91
ENSMUSG00000014859,91
ENSMUSG00000014867,91
ENSMUSG00000014873,91
ENSMUSG00000014905,91
ENSMUSG00000014907,90
ENSMUSG00000014932,85
ENSMUSG00000014956,91
ENSMUSG00000014959,91
ENSMUSG00000014980,89
ENSMUSG00000015001,2
ENSMUSG00000015002,91
ENSMUSG00000015013,91
ENSMUSG00000015016,91
ENSMUSG00000015023,91
ENSMUSG00000015027,90
ENSMUSG00000015053,76
ENSMUSG00000015083,29
ENSMUSG00000015085,71
ENSMUSG00000015090,60
ENSMUSG00000015092,91
ENSMUSG00000015093,28
ENSMUSG00000015094,81
ENSMUSG00000015095,91
ENSMUSG00000015112,91
ENSMUSG00000015120,91
ENSMUSG00000015127,90
ENSMUSG00000015133,83
ENSMUSG00000015134,44
ENSMUSG00000015143,91
ENSMUSG00000015149,91
ENSMUSG00000015165,91
ENSMUSG00000015176,91
ENSMUSG00000015189,91
ENSMUSG00000015202,90
ENSMUSG00000015214,91
ENSMUSG00000015217,89
ENSMUSG00000015224,70
ENSMUSG00000015242,1
ENSMUSG00000015243,90
ENSMUSG00000015247,91
ENSMUSG00000015289,91
ENSMUSG00000015290,91
ENSMUSG00000015291,91
ENSMUSG00000015305,84
ENSMUSG00000015312,91
ENSMUSG00000015314,27
ENSMUSG00000015316,21
ENSMUSG00000015335,91
ENSMUSG00000015337,90
ENSMUSG00000015340,60
ENSMUSG00000015341,91
ENSMUSG00000015342,77
ENSMUSG00000015354,49
ENSMUSG00000015355,53
ENSMUSG00000015357,91
ENSMUSG00000015363,91
ENSMUSG00000015365,4
ENSMUSG00000015396,77
ENSMUSG00000015401,8
ENSMUSG00000015405,40
ENSMUSG00000015437,29
ENSMUSG00000015441,3
ENSMUSG00000015443,1
ENSMUSG00000015451,2
ENSMUSG00000015452,9
ENSMUSG00000015461,91
ENSMUSG00000015467,32
ENSMUSG00000015468,65
ENSMUSG00000015474,90
ENSMUSG00000015476,66
ENSMUSG00000015478,91
ENSMUSG00000015484,23
ENSMUSG00000015501,90
ENSMUSG00000015519,9
ENSMUSG00000015522,91
ENSMUSG00000015533,57
ENSMUSG00000015536,91
ENSMUSG00000015542,91
ENSMUSG00000015568,74
ENSMUSG00000015575,91
ENSMUSG00000015579,7
ENSMUSG00000015597,89
ENSMUSG00000015599,30
ENSMUSG00000015605,91
ENSMUSG00000015619,55
ENSMUSG00000015627,27
ENSMUSG00000015647,75
ENSMUSG00000015652,25
ENSMUSG00000015653,71
ENSMUSG00000015656,90
ENSMUSG00000015659,91
ENSMUSG00000015665,1
ENSMUSG00000015668,91
ENSMUSG00000015671,91
ENSMUSG00000015672,91
ENSMUSG00000015697,89
ENSMUSG00000015702,24
ENSMUSG00000015709,54
ENSMUSG00000015711,91
ENSMUSG00000015721,1
ENSMUSG00000015733,91
ENSMUSG00000015745,86
ENSMUSG00000015747,91
ENSMUSG00000015748,91
ENSMUSG00000015749,91
ENSMUSG00000015750,91
ENSMUSG00000015755,91
ENSMUSG00000015757,91
ENSMUSG00000015766,84
ENSMUSG00000015776,91
ENSMUSG00000015787,7
ENSMUSG00000015790,91
ENSMUSG00000015804,91
ENSMUSG00000015806,91
ENSMUSG00000015812,3
ENSMUSG00000015829,27
ENSMUSG00000015837,91
ENSMUSG00000015839,91
ENSMUSG00000015843,37
ENSMUSG00000015846,90
ENSMUSG00000015850,72
ENSMUSG00000015852,57
ENSMUSG00000015854,21
ENSMUSG00000015869,91
ENSMUSG00000015879,32
ENSMUSG00000015880,70
ENSMUSG00000015882,90
ENSMUSG00000015889,91
ENSMUSG00000015890,14
ENSMUSG00000015932,91
ENSMUSG00000015937,91
ENSMUSG00000015942,86
ENSMUSG00000015943,91
ENSMUSG00000015944,91
ENSMUSG00000015947,56
ENSMUSG00000015950,73
ENSMUSG00000015957,40
ENSMUSG00000015961,91
ENSMUSG00000015962,4
ENSMUSG00000015966,27
ENSMUSG00000015968,42
ENSMUSG00000015970,54
ENSMUSG00000015971,91
ENSMUSG00000015980,36
ENSMUSG00000015981,56
ENSMUSG00000015994,91
ENSMUSG00000016018,91
ENSMUSG00000016024,77
ENSMUSG00000016028,62
ENSMUSG00000016087,81
ENSMUSG00000016128,75
ENSMUSG00000016179,42
ENSMUSG00000016181,90
ENSMUSG00000016194,69
ENSMUSG00000016200,51
ENSMUSG00000016206,75
ENSMUSG00000016239,41
ENSMUSG00000016252,91
ENSMUSG00000016255,18
ENSMUSG00000016256,91
ENSMUSG00000016257,91
ENSMUSG00000016262,67
ENSMUSG00000016283,16
ENSMUSG00000016308,91
ENSMUSG00000016319,91
ENSMUSG00000016327,13
ENSMUSG00000016344,91
ENSMUSG00000016346,26
ENSMUSG00000016349,56
ENSMUSG00000016382,82
ENSMUSG00000016386,64
ENSMUSG00000016409,91
ENSMUSG00000016427,91
ENSMUSG00000016458,28
ENSMUSG00000016477,91
ENSMUSG00000016481,91
ENSMUSG00000016487,91
ENSMUSG00000016493,1
ENSMUSG00000016494,80
ENSMUSG00000016496,57
ENSMUSG00000016498,1
ENSMUSG00000016503,91
ENSMUSG00000016510,91
ENSMUSG00000016520,91
ENSMUSG00000016526,75
ENSMUSG00000016528,91
ENSMUSG00000016529,9
ENSMUSG00000016534,91
ENSMUSG00000016541,91
ENSMUSG00000016552,81
ENSMUSG00000016554,91
ENSMUSG00000016619,91
ENSMUSG00000016624,58
ENSMUSG00000016626,3
ENSMUSG00000016637,91
ENSMUSG00000016664,91
ENSMUSG00000016756,43
ENSMUSG00000016757,90
ENSMUSG00000016758,55
ENSMUSG00000016763,62
ENSMUSG00000016831,91
ENSMUSG00000016833,91
ENSMUSG00000016918,71
ENSMUSG00000016921,91
ENSMUSG00000016933,90
ENSMUSG00000016940,91
ENSMUSG00000016942,15
ENSMUSG00000016946,91
ENSMUSG00000016982,1
ENSMUSG00000016984,90
ENSMUSG00000016995,43
ENSMUSG00000016998,3
ENSMUSG00000017000,2
ENSMUSG00000017002,53
ENSMUSG00000017003,2
ENSMUSG00000017004,2
ENSMUSG00000017007,9
ENSMUSG00000017009,91
ENSMUSG00000017049,1
ENSMUSG00000017057,77
ENSMUSG00000017064,2
ENSMUSG00000017119,91
ENSMUSG00000017132,91
ENSMUSG00000017144,85
ENSMUSG00000017146,61
ENSMUSG00000017165,6
ENSMUSG00000017195,6
ENSMUSG00000017204,9
ENSMUSG00000017210,91
ENSMUSG00000017211,4
ENSMUSG00000017221,91
ENSMUSG00000017264,91
ENSMUSG00000017286,91
ENSMUSG00000017288,91
ENSMUSG00000017291,91
ENSMUSG00000017299,91
ENSMUSG00000017300,29
ENSMUSG00000017307,91
ENSMUSG00000017309,39
ENSMUSG00000017310,2
ENSMUSG00000017311,14
ENSMUSG00000017314,71
ENSMUSG00000017316,9
ENSMUSG00000017344,65
ENSMUSG00000017376,91
ENSMUSG00000017386,89
ENSMUSG00000017390,82
ENSMUSG00000017400,60
ENSMUSG00000017405,89
ENSMUSG00000017412,40
ENSMUSG00000017417,55
ENSMUSG00000017418,91
ENSMUSG00000017421,91
ENSMUSG00000017428,91
ENSMUSG00000017446,72
ENSMUSG00000017453,53
ENSMUSG00000017466,90
ENSMUSG00000017478,91
ENSMUSG00000017485,91
ENSMUSG00000017491,61
ENSMUSG00000017493,88
ENSMUSG00000017499,67
ENSMUSG00000017548,91
ENSMUSG00000017550,77
ENSMUSG00000017561,91
ENSMUSG00000017588,2
ENSMUSG00000017607,29
ENSMUSG00000017615,91
ENSMUSG00000017631,91
ENSMUSG00000017639,77
ENSMUSG00000017652,47
ENSMUSG00000017664,91
ENSMUSG00000017667,69
ENSMUSG00000017670,91
ENSMUSG00000017677,91
ENSMUSG00000017679,91
ENSMUSG00000017686,91
ENSMUSG00000017688,16
ENSMUSG00000017692,44
ENSMUSG00000017697,60
ENSMUSG00000017707,91
ENSMUSG00000017713,88
ENSMUSG00000017715,91
ENSMUSG00000017716,74
ENSMUSG00000017718,91
ENSMUSG00000017721,91
ENSMUSG00000017723,43
ENSMUSG00000017724,66
ENSMUSG00000017734,83
ENSMUSG00000017737,62
ENSMUSG00000017740,34
ENSMUSG00000017747,90
ENSMUSG00000017754,79
ENSMUSG00000017756,90
ENSMUSG00000017760,91
ENSMUSG00000017764,91
ENSMUSG00000017765,83
ENSMUSG00000017774,91
ENSMUSG00000017776,91
ENSMUSG00000017778,91
ENSMUSG00000017781,91
ENSMUSG00000017801,91
ENSMUSG00000017802,91
ENSMUSG00000017817,41
ENSMUSG00000017830,65
ENSMUSG00000017831,91
ENSMUSG00000017832,4
ENSMUSG00000017837,91
ENSMUSG00000017843,91
ENSMUSG00000017858,91
ENSMUSG00000017861,65
ENSMUSG00000017868,20
ENSMUSG00000017897,75
ENSMUSG00000017922,2
ENSMUSG00000017929,91
ENSMUSG00000017943,43
ENSMUSG00000017950,20
ENSMUSG00000017969,55
ENSMUSG00000017978,67
ENSMUSG00000017999,91
ENSMUSG00000018001,91
ENSMUSG00000018008,77
ENSMUSG00000018012,69
ENSMUSG00000018040,91
ENSMUSG00000018042,91
ENSMUSG00000018068,91
ENSMUSG00000018076,88
ENSMUSG00000018102,91
ENSMUSG00000018126,39
ENSMUSG00000018143,90
ENSMUSG00000018160,91
ENSMUSG00000018166,66
ENSMUSG00000018167,91
ENSMUSG00000018168,33
ENSMUSG00000018169,80
ENSMUSG00000018171,91
ENSMUSG00000018189,91
ENSMUSG00000018196,91
ENSMUSG00000018199,91
ENSMUSG00000018209,91
ENSMUSG00000018211,18
ENSMUSG00000018217,80
ENSMUSG00000018238,5
ENSMUSG00000018239,91
ENSMUSG00000018259,3
ENSMUSG00000018263,8
ENSMUSG00000018286,91
ENSMUSG00000018287,91
ENSMUSG00000018293,91
ENSMUSG00000018322,91
ENSMUSG00000018326,91
ENSMUSG00000018334,90
ENSMUSG00000018339,80
ENSMUSG00000018340,88
ENSMUSG00000018341,14
ENSMUSG00000018347,91
ENSMUSG00000018362,79
ENSMUSG00000018363,89
ENSMUSG00000018377,91
ENSMUSG00000018378,81
ENSMUSG00000018379,91
ENSMUSG00000018381,71
ENSMUSG00000018387,66
ENSMUSG00000018395,91
ENSMUSG00000018398,86
ENSMUSG00000018401,91
ENSMUSG00000018405,46
ENSMUSG00000018411,59
ENSMUSG00000018417,81
ENSMUSG00000018425,91
ENSMUSG00000018427,90
ENSMUSG00000018428,85
ENSMUSG00000018433,91
ENSMUSG00000018442,91
ENSMUSG00000018446,91
ENSMUSG00000018449,91
ENSMUSG00000018459,31
ENSMUSG00000018470,60
ENSMUSG00000018474,90
ENSMUSG00000018476,7
ENSMUSG00000018479,1
ENSMUSG00000018481,91
ENSMUSG00000018486,9
ENSMUSG00000018500,72
ENSMUSG00000018501,91
ENSMUSG00000018507,79
ENSMUSG00000018509,89
ENSMUSG00000018537,84
ENSMUSG00000018541,91
ENSMUSG00000018543,1
ENSMUSG00000018547,87
ENSMUSG00000018548,91
ENSMUSG00000018554,35
ENSMUSG00000018559,91
ENSMUSG00000018566,63
ENSMUSG00000018567,91
ENSMUSG00000018569,44
ENSMUSG00000018570,66
ENSMUSG00000018572,91
ENSMUSG00000018574,91
ENSMUSG00000018583,91
ENSMUSG00000018585,91
ENSMUSG00000018589,20
ENSMUSG00000018593,77
ENSMUSG00000018604,73
ENSMUSG00000018620,2
ENSMUSG00000018623,22
ENSMUSG00000018634,16
ENSMUSG00000018648,79
ENSMUSG00000018651,90
ENSMUSG00000018654,69
ENSMUSG00000018656,3
ENSMUSG00000018659,91
ENSMUSG00000018661,91
ENSMUSG00000018666,91
ENSMUSG00000018669,91
ENSMUSG00000018672,81
ENSMUSG00000018677,91
ENSMUSG00000018678,91
ENSMUSG00000018697,91
ENSMUSG00000018698,15
ENSMUSG00000018707,91
ENSMUSG00000018727,7
ENSMUSG00000018733,91
ENSMUSG00000018736,91
ENSMUSG00000018740,91
ENSMUSG00000018750,87
ENSMUSG00000018752,67
ENSMUSG00000018761,91
ENSMUSG00000018765,91
ENSMUSG00000018770,91
ENSMUSG00000018774,79
ENSMUSG00000018796,91
ENSMUSG00000018800,73
ENSMUSG00000018809,79
ENSMUSG00000018819,81
ENSMUSG00000018820,91
ENSMUSG00000018821,90
ENSMUSG00000018822,54
ENSMUSG00000018830,51
ENSMUSG00000018844,1
ENSMUSG00000018845,18
ENSMUSG00000018846,91
ENSMUSG00000018848,91
ENSMUSG00000018849,74
ENSMUSG00000018858,91
ENSMUSG00000018861,91
ENSMUSG00000018862,11
ENSMUSG00000018865,35
ENSMUSG00000018868,1
ENSMUSG00000018882,91
ENSMUSG00000018893,26
ENSMUSG00000018899,87
ENSMUSG00000018900,90
ENSMUSG00000018906,70
ENSMUSG00000018907,10
ENSMUSG00000018909,90
ENSMUSG00000018914,1
ENSMUSG00000018916,4
ENSMUSG00000018919,30
ENSMUSG00000018920,70
ENSMUSG00000018921,91
ENSMUSG00000018923,91
ENSMUSG00000018924,15
ENSMUSG00000018925,1
ENSMUSG00000018927,60
ENSMUSG00000018930,27
ENSMUSG00000018931,91
ENSMUSG00000018932,91
ENSMUSG00000018965,91
ENSMUSG00000018974,91
ENSMUSG00000018983,63
ENSMUSG00000018986,29
ENSMUSG00000018995,91
ENSMUSG00000018999,91
ENSMUSG00000019039,91
ENSMUSG00000019054,91
ENSMUSG00000019055,90
ENSMUSG00000019066,89
ENSMUSG00000019080,85
ENSMUSG00000019082,91
ENSMUSG00000019087,91
ENSMUSG00000019088,84
ENSMUSG00000019102,23
ENSMUSG00000019122,73
ENSMUSG00000019124,61
ENSMUSG00000019132,91
ENSMUSG00000019139,89
ENSMUSG00000019143,91
ENSMUSG00000019146,22
ENSMUSG00000019158,91
ENSMUSG00000019173,91
ENSMUSG00000019178,84
ENSMUSG00000019179,91
ENSMUSG00000019188,91
ENSMUSG00000019189,91
ENSMUSG00000019194,79
ENSMUSG00000019210,91
ENSMUSG00000019214,58
ENSMUSG00000019230,29
ENSMUSG00000019235,31
ENSMUSG00000019254,91
ENSMUSG00000019256,87
ENSMUSG00000019278,50
ENSMUSG00000019295,91
ENSMUSG00000019301,6
ENSMUSG00000019302,90
ENSMUSG00000019303,85
ENSMUSG00000019312,56
ENSMUSG00000019320,56
ENSMUSG00000019326,46
ENSMUSG00000019338,91
ENSMUSG00000019359,63
ENSMUSG00000019362,91
ENSMUSG00000019368,20
ENSMUSG00000019370,91
ENSMUSG00000019373,91
ENSMUSG00000019428,91
ENSMUSG00000019429,3
ENSMUSG00000019432,91
ENSMUSG00000019433,91
ENSMUSG00000019437,88
ENSMUSG00000019461,91
ENSMUSG00000019464,17
ENSMUSG00000019467,73
ENSMUSG00000019470,91
ENSMUSG00000019471,91
ENSMUSG00000019478,89
ENSMUSG00000019487,90
ENSMUSG00000019489,0
ENSMUSG00000019494,91
ENSMUSG00000019505,91
ENSMUSG00000019518,91
ENSMUSG00000019528,91
ENSMUSG00000019539,80
ENSMUSG00000019558,83
ENSMUSG00000019564,86
ENSMUSG00000019577,71
ENSMUSG00000019578,91
ENSMUSG00000019579,91
ENSMUSG00000019590,71
ENSMUSG00000019647,78
ENSMUSG00000019659,91
ENSMUSG00000019689,91
ENSMUSG00000019699,88
ENSMUSG00000019710,91
ENSMUSG00000019715,91
ENSMUSG00000019726,91
ENSMUSG00000019731,91
ENSMUSG00000019732,41
ENSMUSG00000019734,55
ENSMUSG00000019738,91
ENSMUSG00000019756,3
ENSMUSG00000019761,20
ENSMUSG00000019762,24
ENSMUSG00000019763,91
ENSMUSG00000019768,63
ENSMUSG00000019769,85
ENSMUSG00000019772,29
ENSMUSG00000019773,67
ENSMUSG00000019774,91
ENSMUSG00000019775,59
ENSMUSG00000019777,91
ENSMUSG00000019779,54
ENSMUSG00000019785,17
ENSMUSG00000019787,22
ENSMUSG00000019789,47
